,Title,Price,Original_Price,Discount,Link,Rating,Brand,Category,Price_Tier
1880,Parnell Cicamanu Serum Cushion Special Set (Original Product+Refill),43.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230920446,4.2,Parnell,Serum,Premium
1881,"athe Glazm Watering Cushion SPF50+, PA+++ Special Set (Special Set: Mini Cushion)",42.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230920459,4.3,athe,Set,Premium
1882,WAKEMAKE Water Glow Coating Cushion SPF50+/PA++++,33.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230920575,4.4,WAKEMAKE,Cushion,Mid
1883,Giverny Milchak Cover Cushion,43.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA231121191,4.7,Giverny,Cushion,Premium
1884,Iâ€™M MEME Wonder Velvet Lasting Cushion,16.1,23.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA231221437,4.9,Iâ€™M,Cushion,Budget
1885,Iâ€™M MEME Wonder Cover Lasting Cushion,16.1,23.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA231221438,4.3,Iâ€™M,Cushion,Budget
1886,Iâ€™M MEME Wonder Glass Lasting Cushion,16.1,23.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA231221439,4.4,Iâ€™M,Cushion,Budget
1887,LUNA Blur Cover Cushion 12g,34.0,40.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240121730,4.2,LUNA,Cushion,Mid
1888,SUM37 Skin-stay Soft Glow Cushion 13g Special Set (Original Product+Refill),67.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240121734,,SUM37,Set,Luxury
1889,MUZIGAE MANSION Sleek Matt Cushion,41.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240121941,4.5,MUZIGAE,Cushion,Premium
1890,too cool for school Fixing Dew Cushion (Original Product + Refill),30.4,38.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240121944,4.3,too,Cushion,Mid
1891,JUNGSAEMMOOL Skin Nuder Pact Satin Nude,31.2,39.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240121952,4.3,JUNGSAEMMOOL,Face Makeup pact,Mid
1892,Doing What Soft Blurring Filter Cushion 15g,32.92,40.0,18.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240222175,5.0,Doing,Cushion,Mid
1893,colorgram Tintin Dory Blur Powder,12.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240322860,4.4,colorgram,Face Powder,Budget
1894,LAQLANC Homme All Day Power Fix Cushion 15g,43.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240322877,,LAQLANC,Cushion,Premium
1895,DASIQUE Correcting Finish Powder 17g,27.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240423133,4.2,DASIQUE,Face Powder,Mid
1896,SURRATT Diaphane Loose Powder,104.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523377,4.7,SURRATT,Face Powder,Luxury
1897,Parnell Cicamanu Serum In Matte Cushion 15g Set (+Refill),46.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523527,4.4,Parnell,Serum,Premium
1898,Parnell Cicamanu Serum In Matte Cushion 15g,39.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523528,4.0,Parnell,Serum,Mid
1899,Parnell Cicamanu Matte Spondation 9g Set (+Concealer),23.0,46.0,50.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523529,4.2,Parnell,Set,Mid
1900,Parnell Cicamanu Serum In Matte Cushion 9g,46.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523530,,Parnell,Serum,Premium
1901,JAVIN DE SEOUL Wink Cushion Glow 16g Set (+Puff 2P),35.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523622,4.6,JAVIN,Set,Mid
1902,too cool for school Fixing Nude Fit Cushion 12g*2ea,22.8,38.0,40.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523668,4.6,too,Cushion,Mid
1903,espoir Dew Like Jello Tone Up Cushion 15g,24.0,30.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523783,4.5,espoir,Cushion,Mid
1904,A'pieu Water Lock Finisher 13g,21.7,31.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240523849,4.6,A'pieu,makeup finishing,Mid
1905,Ameli Tone Up Base Daily Cushion 15g DOHWA,23.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240623988,4.3,Ameli,Foundation,Mid
1906,One of them De Teint Cushion 12g,30.63,37.0,17.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240623992,,One,Cushion,Mid
1907,April Skin Glowing Matte Cushion 12g*2ea,30.21,42.0,28.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240624056,4.7,April,Cushion,Mid
1908,Ameli Baked Powder 6.2g,27.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240624066,4.3,Ameli,Face Powder,Mid
1909,peripera Oil Capture Cooling Powder,12.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240624129,4.7,peripera,Face Powder,Budget
1910,Ameli Complement Series Cushion 15g BORA,23.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240624334,4.3,Ameli,Cushion,Mid
1911,DASIQUE Water Dewy Gel Cushion,28.0,40.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240624343,4.4,DASIQUE,Gel,Mid
1912,3CE Fitting Mesh Cushion,41.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724655,4.5,3CE,Cushion,Premium
1913,fwee Cushion Egg-Fit Cover 13g,19.5,26.0,25.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240724795,4.5,fwee,Cushion,Budget
1914,espoir Be Glow Volume Cushion 13g*2ea (SET/SINGLE),35.88,45.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825107,4.4,espoir,Set,Mid
1915,HERA Soft Finish Loose Powder 15g,57.96,63.0,8.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825133,4.5,HERA,Face Powder,Premium
1916,Ameli Complement Series Cushion 13g #Charok,34.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825293,4.0,Ameli,Cushion,Mid
1917,Ariul Ink Feather Velvet Fit Cushion 12g Set (+Refill),39.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825392,5.0,Ariul,Set,Mid
1918,Giverny Dewy Glassy Cushion 13g*2ea,34.63,43.0,19.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825423,4.7,Giverny,Cushion,Mid
1919,MADPEACH Velvet Matte Cushion,28.7,41.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825436,,MADPEACH,Cushion,Mid
1920,MADPEACH Glazed Glow Cushion,28.7,41.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240825437,,MADPEACH,Cushion,Mid
1921,HERA Black Tone Up Sun Cushion 15g,52.44,57.0,8.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925551,4.6,HERA,Sunscreen,Premium
1922,TONYMOLY Skin Tone Fixing Cover Cushion Refill Set,39.1,46.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925689,4.5,TONYMOLY,Set,Mid
1923,PONY EFFECT Coverstay Cushion Foundation EX,29.4,49.0,40.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA240925956,4.3,PONY,Cushion,Mid
1924,[NEW] TIRTIR MASK FIT ALL-COVER CUSHION,25.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241025986,4.5,[NEW],Mask,Mid
1925,[NEW] TIRTIR MASK FIT AURA CUSHION,25.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241025988,4.5,[NEW],Mask,Mid
1926,[NEW] TIRTIR MASK FIT AURA MINI CUSHION,15.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241025989,4.5,[NEW],Mask,Budget
1927,lilybyred Dual Light Tone Up Cushion 12g Peach Green,24.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241026173,5.0,lilybyred,Cushion,Mid
1928,fwee Cushion Glass Natural 13g,19.5,26.0,25.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241126601,4.4,fwee,Cushion,Budget
1929,bareMinerals Original Mineral Veil Loose Setting Powder 9g Original Translucent,58.5,65.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241126728,,bareMinerals,Face Powder,Premium
1930,AMUSE Dew Jelly Master Cushion,41.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241126845,4.5,AMUSE,Cushion,Premium
1931,SIMIHAZEBEAUTY Soft Blur Moisture Lock Setting Powder 4.5g,39.6,44.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241126885,,SIMIHAZEBEAUTY,Face Powder,Mid
1932,KAJA Soft Blur Cushion Foundation 12g,26.43,29.37,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241126896,,KAJA,Cushion,Mid
1933,Parnell Serum In High Glow Cushion 15g,29.62,39.0,24.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227179,,Parnell,Serum,Mid
1934,DEWY CEL UV True Cover Cushion 15g 01 True Ivory,33.67,43.0,22.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227463,,DEWY,Cushion,Mid
1935,DEWY CEL UV True Cover Cushion 15g 02 True Beige,33.67,43.0,22.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227464,,DEWY,Cushion,Mid
1936,Dinto Blur-Glowy Wooncho Cushion 12g 941 Pure Wooncho,43.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227466,,Dinto,Cushion,Premium
1937,BYUR Serum Fit Luminous Face Powder 10g 01 Clear,19.2,24.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227501,5.0,BYUR,Face Powder,Budget
1938,Alternative stereo Soap Nude Cushion 14g,39.6,44.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227520,4.5,Alternative,Cushion,Mid
1939,MdoC End Fit Primer Pact 10g,34.4,43.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227529,,MdoC,Primer,Mid
1940,ETUDE Zero Sebum Drying Powder 4g,7.2,9.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA241227582,5.0,ETUDE,Face Powder,Budget
1941,The Face Shop Ink Lasting Cushion Slim Fit New V201,27.2,32.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250127694,4.0,The,Cushion,Mid
1942,ETUDE Cloud Filter Cushion 17 Fair Refill Set,30.0,40.0,25.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250127771,4.5,ETUDE,Set,Mid
1943,espoir Fresh Setting Powder Mini 3g,13.6,17.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250127774,4.0,espoir,Face Powder,Budget
1944,tfit Translucent Set Finishing Powder 7g,17.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250127776,4.6,tfit,Face Powder,Budget
1945,Primera Nia Cica Watery Cream Cushion 15g,33.08,39.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250127777,4.4,Primera,Cream,Mid
1946,The Face Shop Ink Lasting Cushion Slim Fit New Refill V201,17.0,20.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250127894,,The,Cushion,Budget
1947,B.READY Blue Cushion (Refill) 15g,25.5,29.0,12.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250128014,,B.READY,Cushion,Mid
1948,PortrÃ© Pure Layer Cushion Glow 15g,46.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250128082,4.3,PortrÃ©,Cushion,Premium
1949,BANILA CO Essence Skin Pink Cushion 12g,28.0,35.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228713,4.6,BANILA,Essence,Mid
1950,[Ballerina Edition] AMUSE Ceramic Skin Perfector Cushion 15g (+ Refill + Puff),31.18,41.0,24.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228732,4.6,[Ballerina,Cushion,Mid
1951,ETUDE Cloud Filter Cushion,23.25,31.0,25.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228744,4.5,ETUDE,Cushion,Mid
1952,BANILA CO Prime Primer Finish Powder Mini 4g,11.2,14.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228910,4.3,BANILA,Face Powder,Budget
1953,Alternative stereo Soap Nude Cushion 14g Refill Set,39.6,44.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228929,,Alternative,Set,Mid
1954,BANILA CO Covericious Ultimate White Cushion 14g #25 Amber,25.6,32.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250228992,,BANILA,Cushion,Mid
1955,TIRTIR mask fit crystal mesh mini cushion,15.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250229009,4.6,TIRTIR,Mask,Budget
1956,TIRTIR MASK FIT AI FILTER CUSHION,25.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250229017,4.4,TIRTIR,Mask,Mid
1957,Oiad Cover Perfecting Mirror-Brushed Concealer,27.9,31.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329276,5.0,Oiad,Concealer,Mid
1958,Oiad Pore Perfecting Mirror-Moon Cushion,45.0,50.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329277,5.0,Oiad,Toner,Premium
1959,CLIO KILL COVER FOUNWEAR CUSHION THE ORIGINAL MINI,14.25,19.0,25.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329381,4.7,CLIO,Cushion,Budget
1960,WAKEMAKE Seamless Wear Cushion 15g #19 Porcelain Set (+Refill),31.26,42.0,26.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329507,,WAKEMAKE,Set,Mid
1961,TOCOBO Apple Dewy Fit Cushion Refill Set 19 Cream Refill Set,33.0,44.0,25.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250329728,5.0,TOCOBO,Cream,Mid
1962,THE TOOL LAB Stamp Skin Fit Cushion Airy Set 11g,48.8,61.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250430338,,THE,Set,Premium
1963,JUNG SAEM MOOL Slim Fit Nuder Cushion,32.0,40.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250430347,,JUNG,Cushion,Mid
1964,MilkTouch All Day Skin Fit Milky Glow Cushion 15N Fair Ivory,23.04,35.0,34.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250530782,,MilkTouch,Lotion,Mid
1965,MilkTouch All Day Skin Fit Slim Matte Cushion 19C Rosy Ivory,35.11,41.0,14.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250530787,,MilkTouch,Lotion,Mid
1966,MilkTouch All Day Perfect Blurring Fixing Pact,20.58,25.0,18.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA250530790,,MilkTouch,Lotion,Mid
1967,Himalaya Lip Balm 10g,5.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210000094,4.5,Himalaya,Balm,Budget
1968,Bepanthol Daycare Lipstick 4.5g,11.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210000371,4.4,Bepanthol,Cream,Budget
1969,rom&nd Lip Matter 8ml,12.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210000655,4.6,rom&nd,Lip Makeup,Budget
1970,Duwop Lip Venom 3.5ml,19.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210000656,,Duwop,Lip Makeup,Budget
1971,Duwop Lip Venom 2.96ml,15.41,19.0,19.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210000657,,Duwop,Lip Makeup,Budget
1972,GRAFEN Triple Handsome Lip Balm,18.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210000858,4.4,GRAFEN,Balm,Budget
1973,â˜…K-idol's itemâ˜…isoi Bulgarian Rose Lip Treatment Balm 5g #Baby Pink,18.35,23.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210001223,4.5,â˜…K-idol's,Balm,Budget
1974,Himalaya Strawberry Gloss Lip Balm 10g,5.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210001231,4.2,Himalaya,Balm,Budget
1975,URIAGE Stick Levres Original 4g + 4g Special Set,24.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210002093,4.8,URIAGE,Set,Mid
1976,Bepanthol Lip Cream 7.5ml x 2-Pack,17.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210003425,4.4,Bepanthol,Cream,Budget
1977,PHYSIOGEL DMT Mild Lip Balm 4.2g,11.8,13.0,9.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210003848,4.7,PHYSIOGEL,Balm,Budget
1978,NOT4U Kiss Balm For Men NEW,10.78,12.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210711410,4.6,NOT4U,Balm,Budget
1979,Unpa Bubi Bubi Bubble Lip Scrub 10mL,14.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA210911908,4.7,Unpa,Cleanser,Budget
1980,LUOES Vegan Lip Care Balm (Choose 1 out of 5 options),18.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA211012212,4.7,LUOES,Cream,Budget
1981,GRAFEN Lip Sense 3.9g,23.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA211112543,4.7,GRAFEN,Lip Makeup,Mid
1982,ILLIYOON Ceramide Unscented Lip Balm 2ea Special Set,23.84,27.0,12.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA211112566,4.5,ILLIYOON,Serum,Mid
1983,ILLIYOON Ceramide Lip Balm Unscented 3.2g,14.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA211112725,4.5,ILLIYOON,Serum,Budget
1984,MENTHOLATUM Lipice Lip Balm Strawberry 3.5g,6.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA211213007,4.8,MENTHOLATUM,Balm,Budget
1985,Torriden Solid In Ceramide Lip Essence 11mL,6.75,9.0,25.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA211213024,4.7,Torriden,Essence,Budget
1986,MENTHOLATUM Lip Ice Lip Balm 3.5g #Lemon,4.77,6.0,21.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220113232,4.5,MENTHOLATUM,Balm,Budget
1987,MENTHOLATUM Lip Ice Lip Balm 3.5g #Grape Fruit Tea,4.77,6.0,21.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220113233,4.7,MENTHOLATUM,Balm,Budget
1988,ONE THING Moisturizing Lip Essence 13g,9.41,11.0,14.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220113256,5.0,ONE,Essence,Budget
1989,CNP Propolis Derma Moisture Lip Balm,18.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220113304,5.0,CNP,Cream,Budget
1990,FRUDIA Re:proust Essential Blending Lip Butter #Earthy 10g,7.0,10.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220213478,4.7,FRUDIA,Lip Makeup,Budget
1991,Real Barrier Extreme Moisture Lip Balm 3.3g,9.77,11.0,11.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220213589,4.2,Real,Cream,Budget
1992,beplain Chamomile Intense Moisturizing Lip Balm 3.6g,16.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220313831,4.7,beplain,Cream,Budget
1993,Liplief Enrichment Lip Gel 13g,19.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220313855,4.5,Liplief,Gel,Budget
1994,Liplief Steaming Lip Mask 3.2g,14.4,18.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220313856,4.4,Liplief,Lip Care,Budget
1995,Liplief Steaming Lip Balm Choose 1 out of 4 options,13.6,17.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220313885,4.6,Liplief,Balm,Budget
1996,FORMENT Hidden Lipbalm 3.6g,9.88,11.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220414374,,FORMENT,Balm,Budget
1997,mude. Bare Shine Lip Mask 8g,18.0,20.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220615074,4.7,mude.,Mask,Budget
1998,Shingmulnara Ginger Honey Color Lip Balm 3.5g,6.15,10.0,38.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220815751,4.3,Shingmulnara,Balm,Budget
1999,ETUDE Ginger Sugar Overnight Lip Mask 15g,11.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220816044,4.6,ETUDE,Lip Care,Budget
2000,hersteller Nearby Recharging Lip Balm Choose 1 out of 7 options,11.05,17.0,35.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220816052,4.4,hersteller,Balm,Budget
2001,YNM Rainblow Honey Lip Balm *2ea Special Set,17.69,22.0,20.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA220916219,4.7,YNM,Balm,Budget
2002,Huxley Lip Balm Leave Behind Choose 1 out of 3 options,14.45,17.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA221116823,4.5,Huxley,Balm,Budget
2003,Y.N.M Rainbow Honey Lip Balm,14.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA221116848,4.8,Y.N.M,Balm,Budget
2004,Blistex Lip Medex Lip Balm Double Pack (7g+7g),6.95,9.0,23.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA221116879,4.7,Blistex,Balm,Budget
2005,Blistex Lip Relief Cream Double Pack (6mL + 6mL),8.27,13.0,36.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA221116880,4.8,Blistex,Cream,Budget
2006,TOCOBO Lip Balm Colletion,14.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA221217102,4.5,TOCOBO,Balm,Budget
2007,Kamill Vegan Lip Balm #Jamong 4.2g,9.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA221217195,4.2,Kamill,Balm,Budget
2008,Kamill Veagn Lip Balm #Classic 4.2g,6.75,9.0,25.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA221217196,4.4,Kamill,Balm,Budget
2009,SKYBOTTLE Blue Agave Fragrance-free Lip Syrup 10mL,8.4,12.0,30.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230117354,4.7,SKYBOTTLE,Lip Makeup,Budget
2010,DASIQUE Fruity Lip Jam 7g Choose 1 out of 7 options,20.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230518599,4.7,DASIQUE,Lip Makeup,Budget
2011,DEWY CEL Core Balm 4g,14.37,16.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230618989,4.7,DEWY,Balm,Budget
2012,d'Alba White Truffle Nourishing Serum Lip Balm 3.6g,28.0,28.0,0.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230619102,4.8,d'Alba,Serum,Mid
2013,freshian Sensual Vegan Lip Balm,29.7,33.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230619242,4.2,freshian,Balm,Mid
2014,nuze Color Care Lip Balm,15.3,18.0,15.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230719667,4.6,nuze,Cream,Budget
2015,XOUL Ever Moist Lip Balm 8g,27.9,31.0,10.0,https://global.oliveyoung.comhttps://global.oliveyoung.com/product/detail?prdtNo=GA230819823,4.7,XOUL,Balm,Mid
